sampleNumber,clusterNumber,species,weight,year,qtr,portComplex,gearGroup,marketCategory,live
199601737,1,GPHR,23,1996,4,MRO,FPT,962,N
199601740,1,BYEL,9,1996,3,MRO,HKL,962,N
199601740,1,GPHR,15,1996,3,MRO,HKL,962,N
199601741,1,CBZN,1,1996,4,MRO,HKL,960,N
199601742,1,GRAS,29,1996,3,MRO,HKL,652,N
199601744,1,GRAS,13,1996,3,MRO,HKL,652,N
199601746,1,COPP,2,1996,3,MRO,HKL,960,N
199601746,1,KLPR,2,1996,3,MRO,HKL,960,N
199601749,1,GPHR,9,1996,4,MRO,HKL,962,N
199601750,1,GPHR,16,1996,3,MRO,HKL,962,N
199601751,1,GPHR,10,1996,4,MRO,HKL,962,N
199601751,1,KLPR,1,1996,4,MRO,HKL,962,N
199601752,1,GRAS,7,1996,3,MRO,HKL,652,N
199601545,1,GPHR,58,1996,4,MRO,HKL,962,N
199601547,1,VRML,4,1996,4,MRO,HKL,959,N
199601548,1,GRAS,4,1996,3,MRO,HKL,652,N
199601549,1,GPHR,7,1996,4,MRO,HKL,962,N
199601553,1,BRWN,2,1996,4,MRO,FPT,655,N
199601553,1,COPP,1,1996,4,MRO,FPT,655,N
199601554,1,BRWN,5,1996,4,MRO,HKL,957,N
199601556,1,BLUR,2,1996,4,MRO,HKL,667,N
199601557,1,VRML,41,1996,3,MRO,HKL,959,N
199601558,1,GPHR,1,1996,4,MRO,HKL,962,N
199601559,1,GRAS,2,1996,3,MRO,HKL,250,N
199601560,1,BYEL,8,1996,4,MRO,HKL,962,N
199601560,1,GPHR,2,1996,4,MRO,HKL,962,N
199601562,1,BYEL,2,1996,4,MRO,HKL,962,N
199601562,1,GPHR,53,1996,4,MRO,HKL,962,N
199601562,1,KLPR,3,1996,4,MRO,HKL,962,N
199601563,1,CBZN,19,1996,3,MRO,HKL,652,N
199601563,1,KLPR,1,1996,3,MRO,HKL,652,N
199601564,1,VRML,2,1996,4,MRO,HKL,959,N
199601565,1,BYEL,3,1996,3,MRO,HKL,962,N
199601565,1,GPHR,14,1996,3,MRO,HKL,962,N
199601567,1,CHNA,1,1996,3,MRO,HKL,258,N
199601568,1,GPHR,1,1996,4,MRO,FPT,962,N
199601570,1,GPHR,10,1996,4,MRO,FPT,962,N
199601574,1,COPP,6,1996,4,MRO,HKL,962,N
199601576,1,GPHR,7,1996,4,MRO,HKL,962,N
199601577,1,BYEL,6,1996,3,MRO,HKL,962,N
199601579,1,BRWN,2,1996,3,MRO,HKL,957,N
199601580,1,VRML,3,1996,4,MRO,HKL,959,N
199601581,1,BCAC,7,1996,3,MRO,HKL,253,N
199601582,1,BLUR,9,1996,4,MRO,HKL,960,N
199601583,1,CNRY,6,1996,3,MRO,HKL,959,N
199601583,1,COPP,2,1996,3,MRO,HKL,959,N
199601587,1,COPP,2,1996,3,MRO,HKL,250,N
199601588,1,BYEL,2,1996,4,MRO,FPT,962,N
199601588,1,GPHR,15,1996,4,MRO,FPT,962,N
199601591,1,CHNA,1,1996,3,MRO,HKL,962,N
199601591,1,GPHR,22,1996,3,MRO,HKL,962,N
199601592,1,GPHR,4,1996,4,MRO,HKL,962,N
199601593,1,TREE,6,1996,3,MRO,HKL,658,N
199601599,1,BYEL,8,1996,3,MRO,HKL,962,N
199601599,1,GPHR,15,1996,3,MRO,HKL,962,N
199601600,1,GPHR,8,1996,4,MRO,HKL,962,N
199601602,1,BLCK,1,1996,4,MRO,HKL,665,N
199601602,1,BLUR,7,1996,4,MRO,HKL,665,N
199601603,1,GPHR,21,1996,3,MRO,HKL,962,N
199601604,1,GPHR,16,1996,4,MRO,HKL,962,N
199601608,1,CHNA,2,1996,4,MRO,HKL,962,N
199601608,1,CNRY,1,1996,4,MRO,HKL,962,N
199601608,1,GPHR,40,1996,4,MRO,HKL,962,N
199601610,1,BLUR,7,1996,4,MRO,HKL,665,N
199601611,1,VRML,37,1996,3,MRO,HKL,959,N
199601612,1,GRAS,21,1996,4,MRO,HKL,652,N
199601613,1,BCAC,4,1996,3,MRO,HKL,253,N
199601613,1,BLUR,1,1996,3,MRO,HKL,253,N
199601613,1,YTRK,3,1996,3,MRO,HKL,253,N
199601088,2,VRML,45,1996,3,MRO,HKL,959,N
199601089,1,BCAC,52,1996,3,MRO,HKL,253,N
199601089,2,BCAC,50,1996,3,MRO,HKL,253,N
199601090,1,ARRA,19,1996,3,MRO,TWL,253,N
199601090,1,SNOS,6,1996,3,MRO,TWL,253,N
199601090,2,ARRA,13,1996,3,MRO,TWL,253,N
199601090,2,SNOS,12,1996,3,MRO,TWL,253,N
199601091,1,BANK,4,1996,3,MRO,TWL,250,N
199601091,1,BLGL,5,1996,3,MRO,TWL,250,N
199601091,1,CLPR,41,1996,3,MRO,TWL,250,N
199601091,2,BANK,7,1996,3,MRO,TWL,250,N
199601091,2,CLPR,44,1996,3,MRO,TWL,250,N
199601092,1,BCAC,50,1996,3,MRO,TWL,253,N
199601092,2,BCAC,51,1996,3,MRO,TWL,253,N
199601093,1,VRML,47,1996,4,MRO,HKL,959,N
199601093,1,YEYE,5,1996,4,MRO,HKL,959,N
199601093,2,CNRY,2,1996,4,MRO,HKL,959,N
199601093,2,GSPT,5,1996,4,MRO,HKL,959,N
199601093,2,VRML,43,1996,4,MRO,HKL,959,N
199601094,1,BCAC,50,1996,4,MRO,HKL,253,N
199601094,2,BCAC,50,1996,4,MRO,HKL,253,N
199601095,1,ARRA,24,1996,4,MRO,TWL,960,N
199601095,1,LSPN,1,1996,4,MRO,TWL,960,N
199601095,2,ARRA,25,1996,4,MRO,TWL,960,N
199601096,1,BLGL,51,1996,4,MRO,TWL,667,N
199601096,2,BLGL,51,1996,4,MRO,TWL,667,N
199601097,1,BLGL,51,1996,4,MRO,TWL,250,N
199601097,2,BLGL,51,1996,4,MRO,TWL,250,N
199601098,1,BANK,48,1996,4,MRO,TWL,250,N
199601098,1,BLGL,2,1996,4,MRO,TWL,250,N
199601098,2,BANK,48,1996,4,MRO,TWL,250,N
199601098,2,BLGL,2,1996,4,MRO,TWL,250,N
199601099,1,BCAC,51,1996,4,MRO,TWL,253,N
199601099,2,BCAC,51,1996,4,MRO,TWL,253,N
199601100,1,LSPN,2,1996,4,MRO,TWL,679,N
199601100,1,SSPN,48,1996,4,MRO,TWL,679,N
199601100,2,LSPN,1,1996,4,MRO,TWL,679,N
199601100,2,SSPN,49,1996,4,MRO,TWL,679,N
199601101,1,LSPN,21,1996,4,MRO,TWL,678,N
199601101,1,SSPN,4,1996,4,MRO,TWL,678,N
199601101,2,LSPN,22,1996,4,MRO,TWL,678,N
199601101,2,SSPN,3,1996,4,MRO,TWL,678,N
199601102,1,ARRA,24,1996,4,MRO,TWL,961,N
199601102,1,SNOS,1,1996,4,MRO,TWL,961,N
199601102,2,ARRA,24,1996,4,MRO,TWL,961,N
199601102,2,SNOS,1,1996,4,MRO,TWL,961,N
199601103,1,CNRY,23,1996,4,MRO,TWL,959,N
199601103,1,GSPT,1,1996,4,MRO,TWL,959,N
199601103,1,YEYE,26,1996,4,MRO,TWL,959,N
199601104,1,LSPN,25,1996,4,MRO,TWL,678,N
199601104,2,LSPN,23,1996,4,MRO,TWL,678,N
199601104,2,SSPN,2,1996,4,MRO,TWL,678,N
199601105,1,SSPN,51,1996,4,MRO,TWL,679,N
199601105,2,SSPN,51,1996,4,MRO,TWL,679,N
199601106,1,ARRA,18,1996,4,MRO,TWL,960,N
199601106,1,BLGL,4,1996,4,MRO,TWL,960,N
199601106,1,SNOS,3,1996,4,MRO,TWL,960,N
199601106,2,ARRA,18,1996,4,MRO,TWL,960,N
199601106,2,BLGL,4,1996,4,MRO,TWL,960,N
199601106,2,SNOS,3,1996,4,MRO,TWL,960,N
199601107,1,ARRA,1,1996,4,MRO,TWL,250,N
199601107,1,BLGL,50,1996,4,MRO,TWL,250,N
199601107,2,ARRA,1,1996,4,MRO,TWL,250,N
199601107,2,BLGL,50,1996,4,MRO,TWL,250,N
199601108,1,CNRY,3,1996,4,MRO,HKL,959,N
199601108,1,COPP,21,1996,4,MRO,HKL,959,N
199601108,1,GSPT,2,1996,4,MRO,HKL,959,N
199601108,1,STAR,1,1996,4,MRO,HKL,959,N
199601108,1,VRML,23,1996,4,MRO,HKL,959,N
199601616,1,BLUR,2,1996,4,MRO,HKL,960,N
199601616,1,CBZN,1,1996,4,MRO,HKL,960,N
199601617,1,KLPR,1,1996,3,MRO,HKL,659,N
199601619,1,VRML,10,1996,3,MRO,HKL,959,N
199601620,1,GPHR,1,1996,4,MRO,HKL,962,N
199601621,1,GPHR,8,1996,3,MRO,HKL,962,N
199601622,1,GPHR,1,1996,4,MRO,HKL,962,N
199601623,1,GRAS,1,1996,3,MRO,HKL,652,N
199601624,1,GRAS,11,1996,4,MRO,HKL,652,N
199601625,1,VRML,4,1996,3,MRO,HKL,959,N
199601626,1,BYEL,21,1996,4,MRO,FPT,962,N
199601627,1,BYEL,3,1996,3,MRO,HKL,962,N
199601627,1,GPHR,11,1996,3,MRO,HKL,962,N
199601629,1,GRAS,2,1996,3,MRO,HKL,652,N
199601632,1,BYEL,14,1996,4,MRO,HKL,962,N
199601632,1,GPHR,12,1996,4,MRO,HKL,962,N
199601636,1,BLUR,6,1996,4,MRO,HKL,665,N
199601637,1,GRAS,4,1996,3,MRO,HKL,250,N
199601638,1,GPHR,5,1996,4,MRO,HKL,962,N
199601640,1,BLUR,2,1996,4,MRO,HKL,960,N
199601640,1,CBZN,6,1996,4,MRO,HKL,960,N
199601052,2,SSPN,50,1996,2,MRO,TWL,679,N
199601053,1,ARRA,15,1996,2,MRO,TWL,961,N
199601053,1,BLGL,2,1996,2,MRO,TWL,961,N
199601053,1,SNOS,8,1996,2,MRO,TWL,961,N
199601053,2,ARRA,17,1996,2,MRO,TWL,961,N
199601053,2,SNOS,8,1996,2,MRO,TWL,961,N
199601054,1,ARRA,1,1996,2,MRO,TWL,250,N
199601054,1,BANK,16,1996,2,MRO,TWL,250,N
199601054,1,BLGL,12,1996,2,MRO,TWL,250,N
199601054,1,CLPR,14,1996,2,MRO,TWL,250,N
199601054,1,DBRK,6,1996,2,MRO,TWL,250,N
199601054,1,SNOS,1,1996,2,MRO,TWL,250,N
199601054,2,BANK,3,1996,2,MRO,TWL,250,N
199601054,2,BLGL,18,1996,2,MRO,TWL,250,N
199601054,2,CLPR,21,1996,2,MRO,TWL,250,N
199601054,2,DBRK,1,1996,2,MRO,TWL,250,N
199601054,2,GSPT,5,1996,2,MRO,TWL,250,N
199601108,2,COPP,9,1996,4,MRO,HKL,959,N
199601108,2,STAR,5,1996,4,MRO,HKL,959,N
199601108,2,VRML,29,1996,4,MRO,HKL,959,N
199601108,2,YEYE,7,1996,4,MRO,HKL,959,N
199601109,1,ARRA,1,1996,4,MRO,TWL,250,N
199601109,1,BLGL,49,1996,4,MRO,TWL,250,N
199601109,2,BLGL,50,1996,4,MRO,TWL,250,N
199601110,1,BLGL,7,1996,4,MRO,TWL,250,N
199601110,1,CLPR,43,1996,4,MRO,TWL,250,N
199601110,1,WDOW,1,1996,4,MRO,TWL,250,N
199601110,2,BLGL,2,1996,4,MRO,TWL,250,N
199601110,2,CLPR,48,1996,4,MRO,TWL,250,N
199601111,1,GSPT,6,1996,4,MRO,HKL,959,N
199601111,1,STAR,2,1996,4,MRO,HKL,959,N
199601111,1,VRML,43,1996,4,MRO,HKL,959,N
199601111,2,GSPT,8,1996,4,MRO,HKL,959,N
199601111,2,VRML,42,1996,4,MRO,HKL,959,N
199601112,1,YTRK,51,1996,4,MRO,HKL,259,N
199601113,1,BCAC,50,1996,4,MRO,HKL,253,N
199601113,2,BCAC,48,1996,4,MRO,HKL,253,N
199601114,1,BANK,4,1996,4,MRO,HKL,250,N
199601114,1,CLPR,18,1996,4,MRO,HKL,250,N
199601114,1,SPKL,9,1996,4,MRO,HKL,250,N
199601114,1,WDOW,18,1996,4,MRO,HKL,250,N
199601115,1,LSPN,25,1996,4,MRO,TWL,678,N
199601115,2,LSPN,25,1996,4,MRO,TWL,678,N
199601116,1,SSPN,50,1996,4,MRO,TWL,679,N
199601116,2,SSPN,50,1996,4,MRO,TWL,679,N
199601117,1,CNRY,21,1996,4,MRO,HKL,959,N
199601117,1,GSPT,4,1996,4,MRO,HKL,959,N
199601117,1,STAR,1,1996,4,MRO,HKL,959,N
199601117,1,VRML,24,1996,4,MRO,HKL,959,N
199601117,2,CNRY,14,1996,4,MRO,HKL,959,N
199601117,2,FLAG,3,1996,4,MRO,HKL,959,N
199601117,2,STAR,2,1996,4,MRO,HKL,959,N
199601117,2,VRML,28,1996,4,MRO,HKL,959,N
199601117,2,YEYE,4,1996,4,MRO,HKL,959,N
199601118,1,CLPR,51,1996,4,MRO,HKL,254,N
199601118,2,CLPR,51,1996,4,MRO,HKL,254,N
199601119,1,CLPR,51,1996,4,MRO,TWL,250,N
199601119,2,CLPR,50,1996,4,MRO,TWL,250,N
199601120,1,BCAC,51,1996,4,MRO,TWL,253,N
199601120,2,BCAC,51,1996,4,MRO,TWL,253,N
199601121,1,ARRA,17,1996,4,MRO,TWL,961,N
199601121,1,SNOS,8,1996,4,MRO,TWL,961,N
199601121,2,ARRA,22,1996,4,MRO,TWL,961,N
199601121,2,SNOS,4,1996,4,MRO,TWL,961,N
199601122,1,BCAC,51,1996,4,MRO,HKL,253,N
199601122,2,BCAC,50,1996,4,MRO,HKL,253,N
199601123,1,BLGL,50,1996,4,MRO,TWL,250,N
199601123,2,BLGL,50,1996,4,MRO,TWL,250,N
199601500,1,BYEL,5,1996,1,MRO,HKL,962,N
199601501,1,GPHR,3,1996,4,MRO,HKL,960,N
199601502,1,BYEL,2,1996,1,MRO,HKL,962,N
199601502,1,GPHR,2,1996,1,MRO,HKL,962,N
199601505,1,BYEL,7,1996,4,MRO,HKL,962,N
199601506,1,BYEL,1,1996,1,MRO,HKL,962,N
199601506,1,GPHR,1,1996,1,MRO,HKL,962,N
199601509,1,GRAS,11,1996,4,MRO,HKL,652,N
199601510,1,VRML,7,1996,1,MRO,HKL,959,N
199601512,1,GPHR,1,1996,1,MRO,HKL,962,N
199601513,1,GRAS,16,1996,4,MRO,HKL,652,N
199601514,1,GPHR,1,1996,1,MRO,HKL,962,N
199601516,1,VRML,1,1996,1,MRO,HKL,959,N
199601517,1,GPHR,12,1996,4,MRO,HKL,962,N
199601518,1,GPHR,4,1996,1,MRO,HKL,962,N
199601520,1,GPHR,2,1996,1,MRO,HKL,962,N
199601521,1,BYEL,12,1996,4,MRO,HKL,962,N
199601522,1,BLUR,1,1996,1,MRO,HKL,960,N
199601522,1,KLPR,2,1996,1,MRO,HKL,960,N
199601523,1,GRAS,27,1996,4,MRO,HKL,652,N
199601524,1,BYEL,1,1996,1,MRO,HKL,962,N
199601525,1,CBZN,3,1996,4,MRO,HKL,250,N
199601054,2,RDBD,3,1996,2,MRO,TWL,250,N
199601054,2,SNOS,1,1996,2,MRO,TWL,250,N
199601055,1,BCAC,50,1996,2,MRO,NET,253,N
199601055,2,BCAC,51,1996,2,MRO,NET,253,N
199601056,1,CLPR,50,1996,2,MRO,NET,254,N
199601056,2,CLPR,51,1996,2,MRO,NET,254,N
199601057,1,CNRY,5,1996,3,MRO,HKL,959,N
199601057,1,COPP,10,1996,3,MRO,HKL,959,N
199601057,1,STAR,3,1996,3,MRO,HKL,959,N
199601057,1,VRML,33,1996,3,MRO,HKL,959,N
199601057,2,CNRY,5,1996,3,MRO,HKL,959,N
199601057,2,VRML,45,1996,3,MRO,HKL,959,N
199601058,1,SSPN,51,1996,3,MRO,TWL,679,N
199601058,2,LSPN,1,1996,3,MRO,TWL,679,N
199601058,2,SSPN,49,1996,3,MRO,TWL,679,N
199601059,1,LSPN,25,1996,3,MRO,TWL,678,N
199601059,2,LSPN,24,1996,3,MRO,TWL,678,N
199601059,2,SSPN,1,1996,3,MRO,TWL,678,N
199601060,1,BANK,15,1996,3,MRO,TWL,250,N
199601060,1,BLGL,34,1996,3,MRO,TWL,250,N
199601060,1,CLPR,1,1996,3,MRO,TWL,250,N
199601060,1,DBRK,1,1996,3,MRO,TWL,250,N
199601060,2,BANK,11,1996,3,MRO,TWL,250,N
199601060,2,BLGL,37,1996,3,MRO,TWL,250,N
199601060,2,CLPR,2,1996,3,MRO,TWL,250,N
199601061,1,ARRA,3,1996,3,MRO,TWL,960,N
199601061,1,DBRK,1,1996,3,MRO,TWL,960,N
199601061,1,SNOS,21,1996,3,MRO,TWL,960,N
199601061,2,ARRA,9,1996,3,MRO,TWL,960,N
199601061,2,SNOS,16,1996,3,MRO,TWL,960,N
199601062,1,BANK,23,1996,3,MRO,TWL,250,N
199601062,1,CLPR,20,1996,3,MRO,TWL,250,N
199601062,1,DBRK,7,1996,3,MRO,TWL,250,N
199601062,2,BANK,23,1996,3,MRO,TWL,250,N
199601062,2,CLPR,16,1996,3,MRO,TWL,250,N
199601062,2,DBRK,4,1996,3,MRO,TWL,250,N
199601062,2,RDBD,7,1996,3,MRO,TWL,250,N
199601063,1,CLPR,24,1996,3,MRO,TWL,254,N
199601063,1,DBRK,1,1996,3,MRO,TWL,254,N
199601063,2,BANK,7,1996,3,MRO,TWL,254,N
199601063,2,CLPR,15,1996,3,MRO,TWL,254,N
199601063,2,DBRK,3,1996,3,MRO,TWL,254,N
199601064,1,BANK,1,1996,3,MRO,TWL,254,N
199601064,1,CLPR,49,1996,3,MRO,TWL,254,N
199601064,2,CLPR,50,1996,3,MRO,TWL,254,N
199601065,1,CLPR,50,1996,3,MRO,TWL,254,N
199601065,2,ARRA,1,1996,3,MRO,TWL,254,N
199601065,2,BLGL,7,1996,3,MRO,TWL,254,N
199601065,2,CLPR,42,1996,3,MRO,TWL,254,N
199601066,1,ARRA,25,1996,3,MRO,TWL,960,N
199601066,2,ARRA,25,1996,3,MRO,TWL,960,N
199601067,1,BCAC,50,1996,3,MRO,TWL,253,N
199601067,2,BCAC,51,1996,3,MRO,TWL,253,N
199601068,1,BANK,25,1996,3,MRO,TWL,250,N
199601068,2,BANK,25,1996,3,MRO,TWL,250,N
199601069,1,BCAC,51,1996,3,MRO,TWL,253,N
199601069,2,BCAC,51,1996,3,MRO,TWL,253,N
199601070,1,SSPN,49,1996,3,MRO,TWL,679,N
199601070,2,SSPN,50,1996,3,MRO,TWL,679,N
199601071,1,LSPN,24,1996,3,MRO,TWL,678,N
199601071,1,SSPN,1,1996,3,MRO,TWL,678,N
199601071,2,LSPN,24,1996,3,MRO,TWL,678,N
199601071,2,SSPN,1,1996,3,MRO,TWL,678,N
199601072,1,BLGL,50,1996,3,MRO,TWL,250,N
199601072,2,BANK,28,1996,3,MRO,TWL,250,N
199601072,2,BLGL,17,1996,3,MRO,TWL,250,N
199601072,2,DBRK,7,1996,3,MRO,TWL,250,N
199601073,1,BLGL,1,1996,3,MRO,TWL,961,N
199601073,1,DBRK,1,1996,3,MRO,TWL,961,N
199601073,1,SNOS,23,1996,3,MRO,TWL,961,N
199601073,2,CLPR,1,1996,3,MRO,TWL,961,N
199601073,2,SNOS,24,1996,3,MRO,TWL,961,N
199601074,1,CNRY,5,1996,3,MRO,HKL,959,N
199601074,1,COPP,8,1996,3,MRO,HKL,959,N
199601074,1,GSPT,1,1996,3,MRO,HKL,959,N
199601074,1,VRML,38,1996,3,MRO,HKL,959,N
199601074,2,CNRY,6,1996,3,MRO,HKL,959,N
199601074,2,VRML,44,1996,3,MRO,HKL,959,N
199601075,1,BCAC,50,1996,3,MRO,TWL,253,N
199601075,2,BCAC,50,1996,3,MRO,TWL,253,N
199601076,1,CWCD,2,1996,3,MRO,NET,959,N
199601076,1,VRML,48,1996,3,MRO,NET,959,N
199601076,2,VRML,50,1996,3,MRO,NET,959,N
199601077,1,BANK,8,1996,3,MRO,TWL,250,N
199601077,1,CLPR,42,1996,3,MRO,TWL,250,N
199601077,2,BANK,6,1996,3,MRO,TWL,250,N
199601077,2,BLGL,10,1996,3,MRO,TWL,250,N
199601077,2,CLPR,34,1996,3,MRO,TWL,250,N
199601078,1,COPP,4,1996,3,MRO,HKL,959,N
199601078,1,GSPT,9,1996,3,MRO,HKL,959,N
199601078,1,VRML,31,1996,3,MRO,HKL,959,N
199601078,1,YEYE,6,1996,3,MRO,HKL,959,N
199601078,2,VRML,47,1996,3,MRO,HKL,959,N
199601078,2,YEYE,3,1996,3,MRO,HKL,959,N
199601079,1,BCAC,47,1996,3,MRO,HKL,250,N
199601079,1,YTRK,3,1996,3,MRO,HKL,250,N
199601079,2,BCAC,47,1996,3,MRO,HKL,250,N
199601079,2,YTRK,4,1996,3,MRO,HKL,250,N
199601080,1,BLGL,50,1996,3,MRO,TWL,667,N
199601080,2,BLGL,51,1996,3,MRO,TWL,667,N
199601017,2,GSPT,4,1996,1,MRO,TWL,959,N
199601017,2,VRML,43,1996,1,MRO,TWL,959,N
199601017,2,YEYE,4,1996,1,MRO,TWL,959,N
199601018,1,BLGL,51,1996,1,MRO,TWL,269,N
199601018,2,BLGL,50,1996,1,MRO,TWL,269,N
199601019,1,BCAC,51,1996,1,MRO,TWL,253,N
199601019,2,BCAC,51,1996,1,MRO,TWL,253,N
199601020,1,BANK,4,1996,1,MRO,TWL,250,N
199601020,1,CLPR,43,1996,1,MRO,TWL,250,N
199601020,1,SPKL,2,1996,1,MRO,TWL,250,N
199601020,1,VRML,2,1996,1,MRO,TWL,250,N
199601020,2,BANK,8,1996,1,MRO,TWL,250,N
199601020,2,BLGL,2,1996,1,MRO,TWL,250,N
199601020,2,CLPR,39,1996,1,MRO,TWL,250,N
199601020,2,SPKL,2,1996,1,MRO,TWL,250,N
199601021,1,BANK,1,1996,1,MRO,TWL,250,N
199601021,1,CLPR,7,1996,1,MRO,TWL,250,N
199601021,1,SPKL,28,1996,1,MRO,TWL,250,N
199601021,1,WDOW,2,1996,1,MRO,TWL,250,N
199601021,1,YTRK,12,1996,1,MRO,TWL,250,N
199601021,2,BANK,3,1996,1,MRO,TWL,250,N
199601021,2,BCAC,1,1996,1,MRO,TWL,250,N
199601021,2,CLPR,11,1996,1,MRO,TWL,250,N
199601021,2,SPKL,17,1996,1,MRO,TWL,250,N
199601021,2,WDOW,3,1996,1,MRO,TWL,250,N
199601021,2,YTRK,16,1996,1,MRO,TWL,250,N
199601022,1,BCAC,51,1996,1,MRO,NET,253,N
199601022,2,BCAC,50,1996,1,MRO,NET,253,N
199601023,1,BRNZ,3,1996,1,MRO,NET,245,N
199601023,1,CWCD,47,1996,1,MRO,NET,245,N
199601023,1,FLAG,1,1996,1,MRO,NET,245,N
199601023,2,CWCD,52,1996,1,MRO,NET,245,N
199601024,1,CNRY,2,1996,1,MRO,HKL,959,N
199601024,1,VRML,49,1996,1,MRO,HKL,959,N
199601024,2,STAR,1,1996,1,MRO,HKL,959,N
199601024,2,VRML,49,1996,1,MRO,HKL,959,N
199601025,1,LSPN,20,1996,1,MRO,TWL,678,N
199601025,1,SSPN,5,1996,1,MRO,TWL,678,N
199601025,2,LSPN,21,1996,1,MRO,TWL,678,N
199601025,2,SSPN,4,1996,1,MRO,TWL,678,N
199601026,1,SSPN,51,1996,1,MRO,TWL,679,N
199601026,2,SSPN,50,1996,1,MRO,TWL,679,N
199601027,1,BANK,5,1996,1,MRO,HKL,254,N
199601027,1,BCAC,25,1996,1,MRO,HKL,254,N
199601027,1,CLPR,11,1996,1,MRO,HKL,254,N
199601027,1,OLVE,2,1996,1,MRO,HKL,254,N
199601027,1,SPKL,2,1996,1,MRO,HKL,254,N
199601027,1,WDOW,6,1996,1,MRO,HKL,254,N
199601027,2,BANK,2,1996,1,MRO,HKL,254,N
199601027,2,BCAC,27,1996,1,MRO,HKL,254,N
199601027,2,CLPR,18,1996,1,MRO,HKL,254,N
199601027,2,WDOW,3,1996,1,MRO,HKL,254,N
199601028,1,BANK,7,1996,1,MRO,TWL,250,N
199601028,1,BLGL,43,1996,1,MRO,TWL,250,N
199601028,2,BANK,7,1996,1,MRO,TWL,250,N
199601028,2,BCAC,2,1996,1,MRO,TWL,250,N
199601028,2,BLGL,37,1996,1,MRO,TWL,250,N
199601028,2,CLPR,3,1996,1,MRO,TWL,250,N
199601028,2,SNOS,1,1996,1,MRO,TWL,250,N
199601029,1,ARRA,5,1996,1,MRO,TWL,961,N
199601029,1,SNOS,20,1996,1,MRO,TWL,961,N
199601029,2,ARRA,3,1996,1,MRO,TWL,961,N
199601029,2,SNOS,22,1996,1,MRO,TWL,961,N
199601030,1,BLGL,2,1996,1,MRO,TWL,254,N
199601030,1,CLPR,19,1996,1,MRO,TWL,254,N
199601081,1,BLGL,11,1996,3,MRO,TWL,960,N
199601081,1,CLPR,39,1996,3,MRO,TWL,960,N
199601081,2,BLGL,5,1996,3,MRO,TWL,960,N
199601081,2,CLPR,45,1996,3,MRO,TWL,960,N
199601082,1,SSPN,50,1996,3,MRO,TWL,679,N
199601082,2,SSPN,51,1996,3,MRO,TWL,679,N
199601083,1,CLPR,22,1996,3,MRO,TWL,254,N
199601083,1,DBRK,1,1996,3,MRO,TWL,254,N
199601083,1,WDOW,2,1996,3,MRO,TWL,254,N
199601083,2,CLPR,25,1996,3,MRO,TWL,254,N
199601084,1,BANK,16,1996,3,MRO,TWL,250,N
199601084,1,BLGL,23,1996,3,MRO,TWL,250,N
199601084,1,CLPR,4,1996,3,MRO,TWL,250,N
199601084,1,GSPT,7,1996,3,MRO,TWL,250,N
199601084,2,BANK,9,1996,3,MRO,TWL,250,N
199601084,2,BLGL,41,1996,3,MRO,TWL,250,N
199601085,1,BCAC,3,1996,3,MRO,TWL,250,N
199601085,1,BLGL,18,1996,3,MRO,TWL,250,N
199601085,1,CLPR,29,1996,3,MRO,TWL,250,N
199601086,1,LSPN,25,1996,3,MRO,TWL,678,N
199601086,2,LSPN,25,1996,3,MRO,TWL,678,N
199601087,1,CNRY,2,1996,3,MRO,HKL,959,N
199601087,1,COPP,3,1996,3,MRO,HKL,959,N
199601087,1,CWCD,7,1996,3,MRO,HKL,959,N
199601087,1,VRML,39,1996,3,MRO,HKL,959,N
199601087,2,CNRY,4,1996,3,MRO,HKL,959,N
199601087,2,GSPT,2,1996,3,MRO,HKL,959,N
199601087,2,STAR,1,1996,3,MRO,HKL,959,N
199601087,2,VRML,38,1996,3,MRO,HKL,959,N
199601087,2,YEYE,5,1996,3,MRO,HKL,959,N
199601088,1,GSPT,2,1996,3,MRO,HKL,959,N
199601088,1,VRML,48,1996,3,MRO,HKL,959,N
199601088,2,CNRY,1,1996,3,MRO,HKL,959,N
199601088,2,GSPT,3,1996,3,MRO,HKL,959,N
199601088,2,STAR,2,1996,3,MRO,HKL,959,N
199600319,1,VRML,3,1996,2,OSD,NET,250,N
199600319,2,BCAC,17,1996,2,OSD,NET,250,N
199600319,2,CLPR,21,1996,2,OSD,NET,250,N
199600319,2,FLAG,5,1996,2,OSD,NET,250,N
199600319,2,GBLC,6,1996,2,OSD,NET,250,N
199600319,2,GSPT,2,1996,2,OSD,NET,250,N
199600319,2,GSRK,1,1996,2,OSD,NET,250,N
199600319,2,MXRF,6,1996,2,OSD,NET,250,N
199600320,1,BCAC,47,1996,3,OSD,NET,250,N
199600320,1,MXRF,3,1996,3,OSD,NET,250,N
199600321,1,BANK,44,1996,3,OSD,NET,250,N
199600321,1,CLPR,6,1996,3,OSD,NET,250,N
199600321,2,BANK,42,1996,3,OSD,NET,250,N
199601030,1,GSRK,1,1996,1,MRO,TWL,254,N
199601030,1,SPKL,3,1996,1,MRO,TWL,254,N
199601030,2,CLPR,17,1996,1,MRO,TWL,254,N
199601030,2,SPKL,6,1996,1,MRO,TWL,254,N
199601030,2,YTRK,2,1996,1,MRO,TWL,254,N
199601031,1,BCAC,51,1996,2,MRO,NET,253,N
